product_id,product_name,category,subcategory,brand,mrp,weight_grams,is_fragile,seller_name,seller_warehouse_city,seller_warehouse_state,seller_warehouse_pincode,seller_rating,listing_date
PROD00311,Artificial Plant Pot - Classic Design,Home Decor,Artificial Plant Pot,Fashion Point Surat,542,763,No,Chatterjee Collections,Pune,Maharashtra,411072,3.1,2025-05-14
PROD00312,Saree - Festive Fit,Women Ethnic Wear,Saree,Aaradhya Fashion Hub,219,446,Yes,Banerjee Trading Co,Nagpur,Maharashtra,440036,,2025-01-20
PROD00313,School Backpack - Trendy Design,Bags & Wallets,School Backpack,Riya Collections,419,505,Yes,Nair Textiles,Bhopal,Madhya Pradesh,462032,,2025-03-17
PROD00314,Flat Sandals - Daily Wear Fit,Footwear,Flat Sandals,Generic,539,68,No,Khan Textiles,Kolkata,West Bengal,700090,4.5,2026-01-16
PROD00315,Denim Jeans - Daily Wear,Men Fashion,Denim Jeans,Om Wholesale Mart,1051,328,Yes,Iyer Wholesale Mart,Gwalior,Madhya Pradesh,474046,5,2025-06-22
PROD00316,Denim Jeans - Trendy,Men Fashion,Denim Jeans,Unbranded,408,40,Yes,Iyer Wholesale Mart,Jodhpur,Rajasthan,342043,3.6,2025-08-30
PROD00317,Saree - Trendy Design,Women Ethnic Wear,Saree,Style Bazaar Co,717,403,Yes,Verma Trading Co,Bhubaneswar,Odisha,751092,,2024-11-14
PROD00318,Bangles Set - Classic Design,Jewellery & Cosmetics,Bangles Set,Style Bazaar Co,892,74,No,Mishra Trading Co,Pune,Maharashtra,411074,,2024-12-02
PROD00319,Lipstick Combo - Daily Wear,Jewellery & Cosmetics,Lipstick Combo,Unbranded,703,,No,Chauhan Wholesale Mart,Bhopal,Madhya Pradesh,462062,4.2,2024-09-18
PROD00320,Tempered Glass - Classic Fit,Mobile Accessories,Tempered Glass,Shree Krishna Textiles,945,,No,Shah Textiles,Warangal,Telangana,506081,4.3,2025-06-12
PROD00321,Casual T-Shirt - Casual Fit,Men Fashion,Casual T-Shirt,Riya Collections,1047,642,Yes,Yadav Textiles,Kolkata,West Bengal,700085,4.1,2024-03-14
PROD00322,Saree - Daily Wear Fit,Women Ethnic Wear,Saree,Metro Trendz,1086,330,No,Patel Textiles,New Delhi,Delhi,110022,4.9,2026-01-02
PROD00323,Power Bank - Festive,Mobile Accessories,Power Bank,Divine Ethnic Wear,507,746,No,Khan Collections,Gaya,Bihar,823037,4,2024-03-15
PROD00324,Tempered Glass - Casual Design,Mobile Accessories,Tempered Glass,Divine Ethnic Wear,335,378,Yes,Naidu Impex,Madurai,Tamil Nadu,625095,3.6,2025-10-10
PROD00325,Photo Frame Set - Daily Wear Design,Home Decor,Photo Frame Set,Comfort Zone India,1167,206,Yes,Rao Trading Co,Asansol,West Bengal,713087,3.7,2025-06-09
PROD00326,Earrings Combo - Premium Design,Jewellery & Cosmetics,Earrings Combo,Metro Trendz,260,250,Yes,Rathore Trading Co,Chennai,Tamil Nadu,600025,2.5,2024-10-20
PROD00327,Slippers - Festive Design,Footwear,Slippers,Unbranded,308,517,No,Mishra Trading Co,Ludhiana,Punjab,141078,,2024-09-23
PROD00328,Power Bank - Festive Fit,Mobile Accessories,Power Bank,Generic,929,137,Yes,Mishra Impex,Kochi,Kerala,682058,4,2025-07-31
PROD00329,Wall Clock - Festive Design,Home Decor,Wall Clock,Om Wholesale Mart,734,95,Yes,Pillai Enterprises,Guwahati,Assam,781018,4.9,2025-09-16
PROD00330,Flat Sandals - Classic Style,Footwear,Flat Sandals,No Brand,1191,301,Yes,Das Enterprises,Patna,Bihar,800051,4,2025-10-13
PROD00331,School Backpack - Trendy Fit,Bags & Wallets,School Backpack,Metro Trendz,824,40,No,Verma Collections,Nashik,Maharashtra,422001,3.9,2024-08-19
PROD00332,School Backpack - Casual Style,Bags & Wallets,School Backpack,Riya Collections,505,129,Yes,Bhatt Trading Co,Jaipur,Rajasthan,302033,3.8,2024-09-25
PROD00333,Wall Clock - Premium,Home Decor,Wall Clock,No Brand,1976,490,No,Das Impex,Mysuru,Karnataka,570009,3.7,2025-12-02
PROD00334,Bedsheet Set - Premium Fit,Home & Kitchen,Bedsheet Set,Aaradhya Fashion Hub,1007,657,Yes,Rao Wholesale Mart,Bhubaneswar,Odisha,751060,4.6,2025-04-16
PROD00335,Window Curtain - Casual Style,Home & Kitchen,Window Curtain,Fashion Point Surat,760,207,No,Yadav Textiles,Jaipur,Rajasthan,302054,4.4,2025-12-26
PROD00336,Photo Frame Set - Daily Wear Fit,Home Decor,Photo Frame Set,Riya Collections,913,546,No,Pillai Textiles,Chennai,Tamil Nadu,600001,4.4,2025-02-28
PROD00337,Slippers - Classic,Footwear,Slippers,Om Wholesale Mart,1309,232,No,Ansari Trading Co,Ludhiana,Punjab,141055,4.8,2025-06-23
PROD00338,Ladies Handbag - Premium Fit,Bags & Wallets,Ladies Handbag,No Brand,819,806,No,Bhatt Wholesale Mart,Jamshedpur,Jharkhand,831086,,2025-09-29
PROD00339,Kurti Set - Classic,Women Ethnic Wear,Kurti Set,Priya Creations,1910,393,Yes,Banerjee Enterprises,Ludhiana,Punjab,141091,,2025-11-19
PROD00340,Wall Clock - Classic,Home Decor,Wall Clock,Unbranded,563,279,No,Khan Wholesale Mart,Nagpur,Maharashtra,440057,,2025-06-11
PROD00341,Power Bank - Festive,Mobile Accessories,Power Bank,Generic,980,223,Yes,Banerjee Collections,Kanpur,Uttar Pradesh,208090,4,2024-08-30
PROD00342,Kurti Set - Festive Design,Women Ethnic Wear,Kurti Set,Riya Collections,2388,730,No,Sheikh Impex,Coimbatore,Tamil Nadu,641019,,2025-04-08
PROD00343,Power Bank - Festive,Mobile Accessories,Power Bank,Style Bazaar Co,751,376,No,Iyer Wholesale Mart,Ghaziabad,Uttar Pradesh,201029,4.4,2025-03-28
PROD00344,Men'S Wallet - Classic Design,Bags & Wallets,Men'S Wallet,Shree Krishna Textiles,419,293,Yes,Sheikh Collections,Kochi,Kerala,682000,3,2024-12-08
PROD00345,Wired Earphones - Classic Fit,Mobile Accessories,Wired Earphones,Priya Creations,916,492,Yes,Gupta Impex,Agra,Uttar Pradesh,282090,3.7,2024-11-21
PROD00346,Boys T-Shirt Set - Casual Style,Kids Wear,Boys T-Shirt Set,Om Wholesale Mart,1747,80,No,Nair Collections,Agra,Uttar Pradesh,282008,3.1,2024-10-13
PROD00347,Kids Nightwear - Casual Style,Kids Wear,Kids Nightwear,Divine Ethnic Wear,832,580,Yes,Pillai Wholesale Mart,Indore,Madhya Pradesh,452087,5,2025-01-11
PROD00348,Flat Sandals - Classic Design,Footwear,Flat Sandals,Aaradhya Fashion Hub,571,587,No,Sharma Wholesale Mart,Nagpur,Maharashtra,440023,4,2025-01-14
PROD00349,School Backpack - Premium Style,Bags & Wallets,School Backpack,Generic,669,544,Yes,Rathore Enterprises,Amritsar,Punjab,143000,4.4,2025-06-13
PROD00350,Tempered Glass - Casual Design,Mobile Accessories,Tempered Glass,Style Bazaar Co,309,674,No,Nair Trading Co,Bengaluru,Karnataka,560092,4.8,2024-03-25
PROD00351,Window Curtain - Classic Design,Home & Kitchen,Window Curtain,Divine Ethnic Wear,521,437,No,Banerjee Textiles,Asansol,West Bengal,713094,,2024-03-16
PROD00352,Cotton Shirt - Daily Wear,Men Fashion,Cotton Shirt,Generic,848,228,No,Ansari Textiles,Thiruvananthapuram,Kerala,695005,,2025-01-12
PROD00353,Window Curtain - Premium Style,Home & Kitchen,Window Curtain,No Brand,725,608,No,Das Wholesale Mart,Chandigarh,Chandigarh,160034,4.3,2024-10-24
PROD00354,Kids Nightwear - Premium Style,Kids Wear,Kids Nightwear,Style Bazaar Co,600,519,Yes,Chauhan Trading Co,Rajkot,Gujarat,360061,2.3,2025-08-30
PROD00355,Ladies Handbag - Classic Style,Bags & Wallets,Ladies Handbag,Generic,1383,40,No,Banerjee Textiles,Udaipur,Rajasthan,313069,3.8,2024-06-18
PROD00356,Slippers - Festive,Footwear,Slippers,Divine Ethnic Wear,397,65,No,Reddy Trading Co,Kanpur,Uttar Pradesh,208052,4.7,2025-06-21
PROD00357,Lipstick Combo - Festive Style,Jewellery & Cosmetics,Lipstick Combo,Om Wholesale Mart,568,426,Yes,Iyer Wholesale Mart,Gaya,Bihar,823045,4,2024-10-14
PROD00358,Photo Frame Set - Casual Style,Home Decor,Photo Frame Set,Priya Creations,956,366,No,Malhotra Collections,Surat,Gujarat,395018,3.2,2024-07-22
PROD00359,School Backpack - Casual Design,Bags & Wallets,School Backpack,Aaradhya Fashion Hub,1271,241,Yes,Mishra Wholesale Mart,Bengaluru,Karnataka,560028,,2024-05-20
PROD00360,Non-Stick Pan - Premium Design,Home & Kitchen,Non-Stick Pan,Shree Krishna Textiles,581,680,Yes,Singh Impex,Asansol,West Bengal,713060,4.5,2024-09-04
PROD00361,Lipstick Combo - Daily Wear Fit,Jewellery & Cosmetics,Lipstick Combo,Generic,607,273,Yes,Ansari Collections,Hubli,Karnataka,580062,3.8,2025-02-15
PROD00362,Kids Frock - Festive Fit,Kids Wear,Kids Frock,Priya Creations,2304,434,Yes,Sharma Impex,Bhopal,Madhya Pradesh,462013,4.3,2025-04-07
PROD00363,Bedsheet Set - Casual,Home & Kitchen,Bedsheet Set,Shree Krishna Textiles,1296,402,No,Singh Collections,Faridabad,Haryana,121014,3.8,2025-02-12
PROD00364,Boys T-Shirt Set - Daily Wear Style,Kids Wear,Boys T-Shirt Set,Unbranded,660,334,No,Menon Textiles,Thiruvananthapuram,Kerala,695058,,2024-06-29
PROD00365,Wall Clock - Trendy Design,Home Decor,Wall Clock,Metro Trendz,1097,361,No,Rathore Wholesale Mart,Amritsar,Punjab,143086,4.4,2025-01-22
PROD00366,Boys T-Shirt Set - Classic Design,Kids Wear,Boys T-Shirt Set,Aaradhya Fashion Hub,703,367,Yes,Khan Textiles,Chandigarh,Chandigarh,160037,2.8,2025-09-24
PROD00367,Kids Frock - Festive Style,Kids Wear,Kids Frock,Riya Collections,1217,426,No,Menon Wholesale Mart,Ranchi,Jharkhand,834098,4.6,2024-08-24
PROD00368,Casual T-Shirt - Festive Fit,Men Fashion,Casual T-Shirt,Unbranded,149,809,No,Iyer Impex,Lucknow,Uttar Pradesh,226048,,2024-03-12
PROD00369,Formal Shoes - Classic Design,Footwear,Formal Shoes,Fashion Point Surat,1352,121,No,Bhatt Trading Co,Rajkot,Gujarat,360033,4.4,2025-03-07
PROD00370,Bedsheet Set - Trendy,Home & Kitchen,Bedsheet Set,Fashion Point Surat,412,212,Yes,Rao Impex,Siliguri,West Bengal,734072,,2025-07-26
PROD00371,Window Curtain - Premium Fit,Home & Kitchen,Window Curtain,Generic,662,397,Yes,Menon Collections,Warangal,Telangana,506026,4.5,2025-07-05
PROD00372,Flat Sandals - Premium Style,Footwear,Flat Sandals,Aaradhya Fashion Hub,965,383,Yes,Naidu Textiles,Udaipur,Rajasthan,313095,4.2,2024-06-24
PROD00373,Kajal Combo - Trendy Style,Jewellery & Cosmetics,Kajal Combo,Aaradhya Fashion Hub,2757,337,No,Naidu Textiles,Nashik,Maharashtra,422048,,2025-03-21
PROD00374,Casual Sneakers - Premium Fit,Footwear,Casual Sneakers,Fashion Point Surat,1310,593,Yes,Joshi Wholesale Mart,Asansol,West Bengal,71307,4.7,2024-11-26
PROD00375,Wall Clock - Casual Fit,Home Decor,Wall Clock,Fashion Point Surat,1045,98,Yes,Reddy Collections,Ludhiana,Punjab,141072,5,2024-07-17
PROD00376,Kurti Set - Premium Style,Women Ethnic Wear,Kurti Set,Comfort Zone India,391,416,Yes,Naidu Enterprises,Ahmedabad,Gujarat,380039,,2025-10-23
PROD00377,Wired Earphones - Classic Style,Mobile Accessories,Wired Earphones,Generic,710,422,No,Gupta Enterprises,Jodhpur,Rajasthan,342012,,2025-10-07
PROD00378,Earrings Combo - Trendy Style,Jewellery & Cosmetics,Earrings Combo,Om Wholesale Mart,927,705,Yes,Reddy Trading Co,Surat,Gujarat,395078,4.3,2025-09-25
PROD00379,Cotton Shirt - Festive Design,Men Fashion,Cotton Shirt,Style Bazaar Co,643,562,Yes,Desai Impex,New Delhi,Delhi,110076,4.7,2026-01-19
PROD00380,Bangles Set - Premium Design,Jewellery & Cosmetics,Bangles Set,Style Bazaar Co,374,481,No,Pillai Textiles,Gaya,Bihar,823046,4.4,2025-05-28
PROD00381,School Backpack - Trendy,Bags & Wallets,School Backpack,No Brand,624,652,Yes,Banerjee Trading Co,Udaipur,Rajasthan,313024,3.9,2024-03-15
PROD00382,Slippers - Classic Style,Footwear,Slippers,Style Bazaar Co,788,311,No,Khan Impex,Kanpur,Uttar Pradesh,208011,4,2025-09-15
PROD00383,Kajal Combo - Daily Wear,Jewellery & Cosmetics,Kajal Combo,No Brand,402,40,Yes,Chauhan Trading Co,Asansol,West Bengal,713034,5,2024-12-18
PROD00384,Lipstick Combo - Daily Wear Design,Jewellery & Cosmetics,Lipstick Combo,Riya Collections,461,131,Yes,Iyer Textiles,Guwahati,Assam,781073,2.7,2025-09-06
PROD00385,Slippers - Festive Fit,Footwear,Slippers,Divine Ethnic Wear,517,58,Yes,Gupta Enterprises,Ranchi,Jharkhand,834057,5,2025-05-14
PROD00386,Saree - Casual Fit,Women Ethnic Wear,Saree,Riya Collections,1281,198,Yes,Ansari Collections,Varanasi,Uttar Pradesh,221023,5,2024-12-20
PROD00387,Bangles Set - Classic Style,Jewellery & Cosmetics,Bangles Set,Om Wholesale Mart,1261,278,No,Singh Collections,Rajkot,Gujarat,360062,2.5,2024-09-21
PROD00388,Lipstick Combo - Classic,Jewellery & Cosmetics,Lipstick Combo,Shree Krishna Textiles,2592,44,No,Desai Trading Co,Kolkata,West Bengal,700089,3,2024-12-31
PROD00389,Wired Earphones - Trendy Design,Mobile Accessories,Wired Earphones,Om Wholesale Mart,1290,886,No,Menon Collections,Jamshedpur,Jharkhand,831029,4.8,2024-03-06
PROD00390,Saree - Premium Fit,Women Ethnic Wear,Saree,Priya Creations,1002,480,Yes,Shah Impex,Asansol,West Bengal,713030,4.5,2025-07-11
PROD00391,Kids Nightwear - Premium,Kids Wear,Kids Nightwear,No Brand,1116,411,No,Verma Trading Co,Muzaffarpur,Bihar,842029,4.1,2024-07-05
PROD00392,Kids Nightwear - Casual Design,Kids Wear,Kids Nightwear,Shree Krishna Textiles,710,184,Yes,Pillai Collections,Lucknow,Uttar Pradesh,226090,3.8,2024-03-05
PROD00393,Wired Earphones - Classic Fit,Mobile Accessories,Wired Earphones,Divine Ethnic Wear,290,328,Yes,Khan Enterprises,Siliguri,West Bengal,734099,3.4,2024-05-14
PROD00394,Non-Stick Pan - Premium Style,Home & Kitchen,Non-Stick Pan,Metro Trendz,401,389,No,Banerjee Impex,Rajkot,Gujarat,360033,4.8,2025-09-24
PROD00395,Phone Back Cover - Festive Design,Mobile Accessories,Phone Back Cover,No Brand,1218,40,Yes,Pillai Trading Co,Ghaziabad,Uttar Pradesh,201055,3.4,2024-08-19
PROD00396,Ladies Handbag - Premium Design,Bags & Wallets,Ladies Handbag,Aaradhya Fashion Hub,1233,133,No,Bhatt Impex,Varanasi,Uttar Pradesh,221013,3.9,2025-10-23
PROD00397,Ladies Handbag - Festive Style,Bags & Wallets,Ladies Handbag,Metro Trendz,995,136,No,Banerjee Trading Co,Agra,Uttar Pradesh,282080,4.1,2024-10-09
PROD00398,Kids Nightwear - Daily Wear Style,Kids Wear,Kids Nightwear,Om Wholesale Mart,353,217,No,Pillai Wholesale Mart,Kochi,Kerala,682075,4.2,2024-06-01
PROD00399,Kurti Set - Trendy Design,Women Ethnic Wear,Kurti Set,Divine Ethnic Wear,306,446,Yes,Desai Impex,Agra,Uttar Pradesh,282086,4,2025-10-13
PROD00400,Storage Container Set - Festive Fit,Home & Kitchen,Storage Container Set,Comfort Zone India,996,399,No,Chauhan Wholesale Mart,Udaipur,Rajasthan,313069,4.8,2025-05-11
PROD00401,Kids Nightwear - Trendy,Kids Wear,Kids Nightwear,Om Wholesale Mart,788,255,No,Das Impex,Gurugram,Haryana,122054,4.1,2025-04-03
PROD00402,Salwar Suit - Festive,Women Ethnic Wear,Salwar Suit,Riya Collections,991,360,Yes,Iyer Collections,Mysuru,Karnataka,570015,4,2024-11-03
PROD00403,Casual T-Shirt - Festive,Men Fashion,Casual T-Shirt,Metro Trendz,500,204,No,Joshi Enterprises,Lucknow,Uttar Pradesh,226050,3.2,2025-01-26
PROD00404,Tempered Glass - Festive Design,Mobile Accessories,Tempered Glass,No Brand,1924,76,Yes,Nair Trading Co,Jodhpur,Rajasthan,342031,3.6,2024-08-01
PROD00405,Power Bank - Casual Design,Mobile Accessories,Power Bank,Unbranded,495,546,Yes,Banerjee Enterprises,Agra,Uttar Pradesh,282063,3.8,2025-03-13
PROD00406,Tempered Glass - Festive Fit,Mobile Accessories,Tempered Glass,Riya Collections,1460,201,Yes,Desai Enterprises,Kolkata,West Bengal,700081,4.2,2024-09-07
PROD00407,Kids Nightwear - Premium Style,Kids Wear,Kids Nightwear,Generic,464,821,No,Joshi Collections,Chennai,Tamil Nadu,600064,3.3,2024-10-31
PROD00408,Window Curtain - Trendy Fit,Home & Kitchen,Window Curtain,Style Bazaar Co,872,489,Yes,Chatterjee Textiles,Agra,Uttar Pradesh,282028,4.2,2025-06-13
PROD00409,Photo Frame Set - Festive Style,Home Decor,Photo Frame Set,Metro Trendz,664,321,Yes,Kumar Wholesale Mart,Ludhiana,Punjab,141001,,2025-11-01
PROD00410,Lipstick Combo - Premium,Jewellery & Cosmetics,Lipstick Combo,Comfort Zone India,678,562,Yes,Iyer Textiles,Bhubaneswar,Odisha,751078,5,2025-01-17
PROD00411,Salwar Suit - Trendy Style,Women Ethnic Wear,Salwar Suit,Unbranded,541,48,Yes,Khan Impex,Varanasi,Uttar Pradesh,221025,3.9,2024-11-15
PROD00412,Formal Shoes - Trendy Design,Footwear,Formal Shoes,Priya Creations,3038,173,Yes,Menon Wholesale Mart,Asansol,West Bengal,713096,5,2024-09-15
PROD00413,Artificial Plant Pot - Casual,Home Decor,Artificial Plant Pot,Shree Krishna Textiles,1850,228,Yes,Banerjee Wholesale Mart,Kolkata,West Bengal,700053,4.3,2025-08-14
PROD00414,Slippers - Classic,Footwear,Slippers,Style Bazaar Co,1800,266,No,Joshi Textiles,Thiruvananthapuram,Kerala,695041,,2025-08-22
PROD00415,Lipstick Combo - Trendy,Jewellery & Cosmetics,Lipstick Combo,Generic,534,126,Yes,Agarwal Enterprises,Agra,Uttar Pradesh,282076,3.6,2025-07-12
PROD00416,Lehenga Choli - Classic Style,Women Ethnic Wear,Lehenga Choli,Divine Ethnic Wear,375,357,Yes,Rao Collections,Muzaffarpur,Bihar,842049,3.5,2024-10-05
PROD00417,Track Pant - Casual Design,Men Fashion,Track Pant,Priya Creations,836,40,Yes,Malhotra Impex,Rajkot,Gujarat,360073,,2025-05-26
PROD00418,Ladies Handbag - Casual Style,Bags & Wallets,Ladies Handbag,Divine Ethnic Wear,1163,,No,Ansari Collections,Guwahati,Assam,781006,,2024-07-11
PROD00419,Cotton Shirt - Daily Wear Design,Men Fashion,Cotton Shirt,Comfort Zone India,1444,83,Yes,Joshi Wholesale Mart,Gaya,Bihar,823086,5,2024-08-06
PROD00420,Flat Sandals - Casual Fit,Footwear,Flat Sandals,Comfort Zone India,926,194,No,Singh Collections,Warangal,Telangana,506015,4,2025-10-28
